"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"HF","HFF, Inc.","35.14","$1.36B","2007","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/hf",
"HCLP","Hi-Crush Partners LP","11.15","$1.01B","2012","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/hclp",
"NHF","Highland Funds I","22","$352.87M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nhf",
"HIW","Highwoods Properties, Inc.","51.69","$5.27B","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hiw",
"HIL","Hill International, Inc.","5.25","$272.36M","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/hil",
"HI","Hillenbrand Inc","36.4","$2.29B","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/hi",
"HRC","Hill-Rom Holdings Inc","79.29","$5.21B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/hrc",
"HTH","Hilltop Holdings Inc.","26.71","$2.63B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hth",
"HGV","Hilton Grand Vacations Inc.","35.45","$3.51B","2016","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/hgv",
"HLT","Hilton Worldwide Holdings Inc.","61.31","$20.03B","2016","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/hlt",
"HNI","HNI Corporation","40.45","$1.79B","n/a","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/hni",
"HMLP","Hoegh LNG Partners LP","19.25","$633.54M","2014","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/hmlp",
"HEP","Holly Energy Partners, L.P.","33.35","$2.13B","2004","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/hep",
"HFC","HollyFrontier Corporation","28.03","$4.97B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/hfc",
"HD","Home Depot, Inc. (The)","154.01","$184.13B","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/hd",
"HMC","Honda Motor Company, Ltd.","27.41","$49.4B","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/hmc",
"HON","Honeywell International Inc.","133.71","$101.93B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/hon",
"HMN","Horace Mann Educators Corporation","38.55","$1.56B","1991","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hmn",
"HZN","Horizon Global Corporation","14.96","$382.71M","2015","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/hzn",
"HTF","Horizon Technology Finance Corporation","25.4601","$293.22M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/htf",
"HRL","Hormel Foods Corporation","34.15","$18.05B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/hrl",
"HOS","Hornbeck Offshore Services","2.84","$104.42M","2004","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/hos",
"HST","Host Hotels & Resorts, Inc.","18.81","$13.91B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hst",
"HLI","Houlihan Lokey, Inc.","35.23","$2.36B","2015","Finance","Investment Managers","http://www.nasdaq.com/symbol/hli",
"HOV","Hovnanian Enterprises Inc","2.89","$425.89M","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/hov",
"HHC","Howard Hughes Corporation (The)","122.84","$4.95B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hhc",
"HPQ","HP Inc.","17.56","$29.56B","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/hpq",
"HRG","HRG Group, Inc.","17.72","$3.55B","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hrg",
"HSBC","HSBC Holdings plc","47.24","$189.43B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hsbc",
"HSBC^A","HSBC Holdings plc","26.46","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hsbc^a",
"HSEA","HSBC Holdings plc","27.21","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hsea",
"HSEB","HSBC Holdings plc","26.91","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hseb",
"HNP","Huaneng Power International, Inc.","27.66","$10.51B","1994","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/hnp",
"HUBB","Hubbell Inc","113.5","$6.25B","2015","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/hubb",
"HUBS","HubSpot, Inc.","63.65","$2.33B","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/hubs",
"HBM","Hudbay Minerals Inc.","5.95","$1.41B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/hbm",
"HBM.WS","Hudbay Minerals Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hbm.ws",
"HPP","Hudson Pacific Properties, Inc.","34.42","$5.37B","2010","Finance","Real Estate","http://www.nasdaq.com/symbol/hpp",
"HGT","Hugoton Royalty Trust","1.85","$74M","1999","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hgt",
"HUM","Humana Inc.","238.95","$34.48B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/hum",
"HII","Huntington Ingalls Industries, Inc.","191.54","$8.81B","n/a","Capital Goods","Marine Transportation","http://www.nasdaq.com/symbol/hii",
"HUN","Huntsman Corporation","26.26","$6.63B","2005","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hun",
"H","Hyatt Hotels Corporation","55.61","$6.98B","2009","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/h",
"HY","Hyster-Yale Materials Handling, Inc.","71.81","$1.18B","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/hy",
"IAG","Iamgold Corporation","4.99","$2.32B","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/iag",
"IBN","ICICI Bank Limited","8.97","$2.87B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ibn",
"IDA","IDACORP, Inc.","84.91","$4.28B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ida",
"IEX","IDEX Corporation","113.51","$8.66B","1989","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/iex",
"IDT","IDT Corporation","14.32","$355.67M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/idt",
"ITW","Illinois Tool Works Inc.","144.11","$49.78B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/itw",
"IMAX","Imax Corporation","22.3","$1.49B","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/imax",
"ICD","Independence Contract Drilling, Inc.","3.89","$147.08M","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/icd",
"IHC","Independence Holding Company","20.7","$339.02M","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/ihc",
"IFN","India Fund, Inc. (The)","27.16","$771.44M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifn",
"IBA","Industrias Bachoco, S.A. de C.V.","55.76","$2.79B","1997","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/iba",
"INFY","Infosys Limited","15.14","$34.6B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/infy",
"HIFR","InfraREIT, Inc.","19.54","$855.43M","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hifr",
"ING","ING Group, N.V.","17.56","$68.11B","1997","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ing",
"ISF","ING Group, N.V.","25.82","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/isf",
"ISG","ING Group, N.V.","26.0799","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/isg",
"ISP","ING Group, N.V.","25.75","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/isp",
"IR","Ingersoll-Rand plc (Ireland)","91.44","$23.41B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/ir",
"NGVT","Ingevity Corporation","56.58","$2.38B","2016","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ngvt",
"INGR","Ingredion Incorporated","118.67","$8.5B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ingr",
"IIPR","Innovative Industrial Properties, Inc.","16.62","$58.59M","2016","Finance","Real Estate","http://www.nasdaq.com/symbol/iipr",
"IPHI","Inphi Corporation","33.87","$1.43B","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/iphi",
"INSI","Insight Select Income Fund","19.77","$211.74M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/insi",
"NSP","Insperity, Inc.","71.4","$1.5B","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/nsp",
"IBP","Installed Building Products, Inc.","52.15","$1.66B","2014","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/ibp",
"INST","Instructure, Inc.","29.25","$845.84M","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/inst",
"ITGR","Integer Holdings Corporation","43.4","$1.36B","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/itgr",
"I","Intelsat S.A.","3.24","$384.91M","2013","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/i",
"ICE","Intercontinental Exchange Inc.","66.68","$39.48B","2005","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/ice",
"IHG","Intercontinental Hotels Group","55.07","$10.02B","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/ihg",
"IFF","Internationa Flavors & Fragrances, Inc.","134.9","$10.65B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/iff",
"IBM","International Business Machines Corporation","155.58","$146.17B","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/ibm",
"IGT","International Game Technology","18.01","$3.65B","2015","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/igt",
"IP","International Paper Company","56.98","$23.53B","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/ip",
"INSW","International Seaways, Inc.","21.89","$639.39M","2016","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/insw",
"IPG","Interpublic Group of Companies, Inc. (The)","25.09","$9.91B","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/ipg",
"IPL^D","Interstate Power and Light Company","25.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ipl^d",
"INXN","InterXion Holding N.V.","45.03","$3.2B","2011","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/inxn",
"SNOW","Intrawest Resorts Holdings, Inc.","23.73","$944.99M","2014","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/snow",
"IPI","Intrepid Potash, Inc","2.36","$304.59M","2008","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/ipi",
"XON","Intrexon Corporation","24.4","$2.94B","2013","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/xon",
"IVC","Invacare Corporation","13","$426.18M","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/ivc",
"VBF","Invesco Bond Fund","19.58","$222.76M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vbf",
"VCV","Invesco California Value Municipal Income Trust","12.66","$605.98M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vcv",
"VTA","Invesco Credit Opportunities Fund","12.04","$892.1M","2007","n/a","n/a","http://www.nasdaq.com/symbol/vta",
"IHIT","Invesco High Income 2023 Target Term Fund","10.07","$241.09M","2016","n/a","n/a","http://www.nasdaq.com/symbol/ihit",
"VLT","Invesco High Income Trust II","14.95","$121.37M","1989","n/a","n/a","http://www.nasdaq.com/symbol/vlt",
"IVR","INVESCO MORTGAGE CAPITAL INC","16.78","$1.87B","2009","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ivr",
"IVR^B","INVESCO MORTGAGE CAPITAL INC","25.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ivr^b",
"IVR^A","Invesco Mortgage Capital Inc.","25.14","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ivr^a",
"OIA","Invesco Municipal Income Opportunities Trust","7.79","$369.68M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/oia",
"VMO","Invesco Municipal Opportunity Trust","13.14","$885.83M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vmo",
"VKQ","Invesco Municipal Trust","12.84","$710.31M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vkq",
"VPV","Invesco Pennsylvania Value Municipal Income Trust","12.39","$295.25M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vpv",
"IVZ","Invesco Plc","35.51","$14.45B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ivz",
"IQI","Invesco Quality Municipal Income Trust","12.77","$675.33M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iqi",
"VVR","Invesco Senior Income Trust","4.6","$828.17M","1998","n/a","n/a","http://www.nasdaq.com/symbol/vvr",
"VTN","Invesco Trust  for Investment Grade New York Municipal","13.73","$267.43M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vtn",
"VGM","Invesco Trust for Investment Grade Municipals","13.47","$730.41M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vgm",
"IIM","Invesco Value Municipal Income Trust","15.27","$718.55M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iim",
"ITG","Investment Technology Group, Inc.","21.58","$715.27M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/itg",
"IRET","Investors Real Estate Trust","6.72","$810.58M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/iret",
"IRET^B","Investors Real Estate Trust","25.22","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/iret^b",
"NVTA","Invitae Corporation","9.55","$410.04M","2015","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/nvta",
"INVH","Invitation Homes Inc.","21.68","$6.73B","2017","Finance","Real Estate","http://www.nasdaq.com/symbol/invh",
"IO","Ion Geophysical Corporation","4.4","$52.24M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/io",
"IRM","Iron Mountain Incorporated","34.88","$9.21B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/irm",
"IRS","IRSA Inversiones Y Representaciones S.A.","24.71","$1.42B","n/a","Consumer Services","Homebuilding","http://www.nasdaq.com/symbol/irs",
"ICL","Israel Chemicals Shs","4.61","$5.88B","2014","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/icl",
"STAR          ","iStar Financial Inc.","12.24","$882.57M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/star",
"STAR^D","iStar Financial Inc.","25.335","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^d",
"STAR^E","iStar Financial Inc.","25.3201","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^e",
"STAR^F","iStar Financial Inc.","25.19","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^f",
"STAR^G","iStar Financial Inc.","25.1","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^g",
"STAR^I","iStar Financial Inc.","24.92","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/star^i",
"ITCB","Ita? CorpBanca","13.52","$4.62B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/itcb",
"ITUB","Itau Unibanco Banco Holding SA","11.17","$72.75B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/itub",
"ITT","ITT Inc.","41.08","$3.64B","2011","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/itt",
"IVH","Ivy High Income Opportunities Fund","15.55","$257.62M","2013","n/a","n/a","http://www.nasdaq.com/symbol/ivh",
"JPM","J P Morgan Chase & Co","92.75","$329.52B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/jpm",
"JPM.WS","J P Morgan Chase & Co","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm.ws",
"JPM^A","J P Morgan Chase & Co","25.9","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/jpm^a",
"JPM^B","J P Morgan Chase & Co","27","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm^b",
"JPM^D","J P Morgan Chase & Co","25.6999","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm^d",
"JPM^E","J P Morgan Chase & Co","26.9699","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm^e",
"JPM^F","J P Morgan Chase & Co","26.98","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm^f",
"JPM^G","J P Morgan Chase & Co","27.0799","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jpm^g",
"JPM^H","J P Morgan Chase & Co","27.38","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/jpm^h",
"JAX","J. Alexander&#39;s Holdings, Inc.","11.9","$174.87M","2015","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/jax",
"JILL","J. Jill, Inc.","12.36","$540.72M","2017","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/jill",
"JCP","J.C. Penney Company, Inc. Holding Company","4.76","$1.48B","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/jcp",
"SJM","J.M. Smucker Company (The)","118.15","$13.4B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/sjm",
"JBL","Jabil Inc.","29.54","$5.29B","1993","Technology","Electrical Products","http://www.nasdaq.com/symbol/jbl",
"JEC","Jacobs Engineering Group Inc.","55.15","$6.64B","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/jec",
"JAG","Jagged Peak Energy Inc.","13.8","$2.94B","2017","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/jag",
"JHX","James Hardie Industries plc.","15.39","$6.78B","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/jhx",
"JHG","Janus Henderson Group plc","32.5","$367.85M","2017","Finance","Investment Managers","http://www.nasdaq.com/symbol/jhg",
"JOF","Japan Smaller Capitalization Fund Inc","11.48","$325.27M","1990","n/a","n/a","http://www.nasdaq.com/symbol/jof",
"JELD","JELD-WEN Holding, Inc.","32.18","$3.38B","2017","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/jeld",
"JCAP","Jernigan Capital, Inc.","22.33","$317.94M","2015","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/jcap",
"JKS","JinkoSolar Holding Company Limited","21.22","$678.98M","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/jks",
"JMP","JMP Group LLC","5.56","$116.51M","2007","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/jmp",
"JMPB","JMP Group LLC","25.525","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/jmpb",
"JMPC","JMP Group LLC","25.295","n/a","2014","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/jmpc",
"JBT","John Bean Technologies Corporation","95.95","$3.03B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/jbt",
"BTO","John Hancock Financial Opportunities Fund","37.43","$697.09M","1994","n/a","n/a","http://www.nasdaq.com/symbol/bto",
"HEQ","John Hancock Hedged Equity & Income Fund","17.4","$212.36M","2011","n/a","n/a","http://www.nasdaq.com/symbol/heq",
"JHS","John Hancock Income Securities Trust","14.63","$170.39M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jhs",
"JHI","John Hancock Investors Trust","17.43","$151.76M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jhi",
"HPF","John Hancock Pfd Income Fund II","22.03","$468.32M","2002","n/a","n/a","http://www.nasdaq.com/symbol/hpf",
"HPI","John Hancock Preferred Income Fund","22.07","$573.7M","2002","n/a","n/a","http://www.nasdaq.com/symbol/hpi",
"HPS","John Hancock Preferred Income Fund III","19.19","$605.96M","2003","n/a","n/a","http://www.nasdaq.com/symbol/hps",
"PDT","John Hancock Premium Dividend Fund","16.93","$817.68M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pdt",
"HTD","John Hancock Tax Advantaged Dividend Income Fund","25.88","$915.76M","2004","n/a","n/a","http://www.nasdaq.com/symbol/htd",
"HTY","John Hancock Tax-Advantaged Global Shareholder Yield Fund","9.57","$105.49M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hty",
"JW.A","John Wiley & Sons, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jw.a",
"JW.B","John Wiley & Sons, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/jw.b",
"JNJ","Johnson & Johnson","132.9","$358.01B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/jnj",
"JCI","Johnson Controls International plc","43.25","$40.57B","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/jci",
"JONE","Jones Energy, Inc.","1.55","$147.81M","2013","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/jone",
"JLL","Jones Lang LaSalle Incorporated","125.02","$5.66B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/jll",
"JFC","JPMorgan China Region Fund, Inc.","20.05","$129.28M","1992","n/a","n/a","http://www.nasdaq.com/symbol/jfc",
"JMEI","Jumei International Holding Limited","2.15","$321.87M","2014","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/jmei",
"JNPR","Juniper Networks, Inc.","27.74","$10.6B","1999","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/jnpr",
"JP","Jupai Holdings Limited","7.75","$250.22M","2015","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/jp",
"JE","Just Energy Group, Inc.","5.23","$766.89M","n/a","Public Utilities","Oil/Gas Transmission","http://www.nasdaq.com/symbol/je",
"JE^A","Just Energy Group, Inc.","25.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/je^a",
"LRN","K12 Inc","17.92","$726.94M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/lrn",
"KAI","Kadant Inc","75.5","$830.55M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/kai",
"KDMN","Kadmon Holdings, Inc.","3.98","$206.35M","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kdmn",
"KAMN","Kaman Corporation","50.01","$1.36B","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/kamn",
"KSU","Kansas City Southern","104.92","$11.13B","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/ksu",
"KSU^","Kansas City Southern","28.72","n/a","n/a","Transportation","Railroads","http://www.nasdaq.com/symbol/ksu^",
"KS","KapStone Paper and Packaging Corporation","21.68","$2.1B","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/ks",
"KAR","KAR Auction Services, Inc","41.8","$5.73B","2009","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/kar",
"KATE","Kate Spade & Company","18.48","$2.38B","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/kate",
"KED","Kayne Anderson Energy Development Company","18.34","$195.98M","2006","n/a","n/a","http://www.nasdaq.com/symbol/ked",
"KYE","Kayne Anderson Energy Total Return Fund, Inc.","11.26","$411.64M","2005","n/a","n/a","http://www.nasdaq.com/symbol/kye",
"KMF","Kayne Anderson Midstream Energy Fund, Inc","15.34","$338M","2010","n/a","n/a","http://www.nasdaq.com/symbol/kmf",
"KYN","Kayne Anderson MLP Investment Company","19.11","$2.17B","2004","n/a","n/a","http://www.nasdaq.com/symbol/kyn",
"KYN^F","Kayne Anderson MLP Investment Company","25.3","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kyn^f",
"KB","KB Financial Group Inc","50.61","$20.07B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/kb",
"KBH","KB Home","23.83","$2.03B","1986","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/kbh",
"KBR","KBR, Inc.","15.6","$2.23B","2006","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/kbr",
"KAP","KCAP Financial, Inc.","25.32","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kap",
"KCG","KCG Holdings, Inc.","19.96","$1.29B","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/kcg",
"FRAC","Keane Group, Inc.","16.29","$1.68B","2017","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/frac",
"K","Kellogg Company","68.76","$24.09B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/k",
"KEM","Kemet Corporation","12.68","$602.76M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/kem",
"KMPA","Kemper Corporation","27.3599","n/a","2014","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/kmpa",
"KMPR","Kemper Corporation","39.85","$2.04B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/kmpr",
"KMT","Kennametal Inc.","38.42","$3.09B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/kmt",
"KW","Kennedy-Wilson Holdings Inc.","18.8","$2.15B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/kw",
"KWN","Kennedy-Wilson Holdings Inc.","25.7621","n/a","2012","Finance","Real Estate","http://www.nasdaq.com/symbol/kwn",
"KEN","Kenon Holdings Ltd.","13.5","$725.22M","2015","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/ken",
"KEG","Key Energy Services, Inc.","19.58","$393.49M","2016","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/keg",
"KEY","KeyCorp","19.02","$20.85B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/key",
"KEY^I","KeyCorp","29.2499","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/key^i",
"KEYS","Keysight Technologies Inc.","38.71","$7.18B","2014","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/keys",
"KRC","Kilroy Realty Corporation","75.69","$7.44B","1997","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/krc",
"KRC^H","Kilroy Realty Corporation","25.4","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/krc^h",
"KRP","Kimbell Royalty Partners","16.57","$270.63M","2017","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/krp",
"KMB","Kimberly-Clark Corporation","128.43","$45.58B","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/kmb",
"KIM","Kimco Realty Corporation","19","$8.09B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/kim",
"KIM^I","Kimco Realty Corporation","25.19","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kim^i",
"KIM^J","Kimco Realty Corporation","25.0999","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kim^j",
